Open,High,Low,Close,Adj Close,Volume,Date,CI1,CI2,CI3,CI4,CI5,CI6,CI7
28.32250023,28.75,28.12249947,28.32500076,26.46755028,105497600,12/12/2016,0,0,0,0,0,0,0
28.45999908,28.97999954,28.4375,28.79750061,26.90906334,174935200,12/13/2016,6,6,6,6,0,12,12
28.76000023,29.04999924,28.74500084,28.79750061,26.90906334,136127200,12/14/2016,6,6,6,0,6,12,0
28.84499931,29.18250084,28.80750084,28.95499992,27.05623627,186098000,12/15/2016,4,4,6,4,6,4,4
29.11750031,29.125,28.91250038,28.99250031,27.09127998,177404400,12/16/2016,0,6,3,0,3,6,0
28.95000076,29.34499931,28.9375,29.15999985,27.24778938,111117600,12/19/2016,6,6,4,5,6,5,6
29.18499947,29.375,29.17000008,29.23749924,27.32021141,85700000,12/20/2016,0,3,4,0,4,3,0
29.20000076,29.35000038,29.19499969,29.26499939,27.34590721,95132800,12/21/2016,4,4,3,4,3,6,0
29.08749962,29.12750053,28.90999985,29.07250023,27.16602898,104343600,12/22/2016,0,2,1,2,3,2,0
28.89749908,29.12999916,28.89749908,29.12999916,27.21976662,56998000,12/23/2016,1,1,4,4,4,1,1
29.12999916,29.45000076,29.12249947,29.31500053,27.39263153,73187600,12/27/2016,0,3,6,3,2,2,2
29.37999916,29.50499916,29.04999924,29.19000053,27.2758255,83623600,12/28/2016,0,7,0,2,2,3,0
29.11249924,29.27750015,29.10000038,29.18250084,27.26881981,60158000,12/29/2016,0,6,4,4,0,7,7
29.16250038,29.29999924,28.85750008,28.95499992,27.05623627,122345200,12/30/2016,6,6,6,0,6,12,0
28.95000076,29.08250046,28.69000053,29.03750038,27.13332367,115127600,1/3/2017,4,4,6,4,6,4,4
28.96249962,29.12750053,28.9375,29.00499916,27.10295677,84472400,1/4/2017,0,9,5,0,6,8,4
28.97999954,29.21500015,28.95249939,29.15250015,27.2407856,88774400,1/5/2017,12,10,0,10,12,6,6
29.19499969,29.54000092,29.11750031,29.47750092,27.54447174,127007600,1/6/2017,12,0,14,4,9,9,0
29.48749924,29.85750008,29.48500061,29.74749947,27.79676819,134247600,1/9/2017,0,21,0,12,21,0,12
29.69249916,29.84499931,29.57500076,29.77750015,27.82480049,97848400,1/10/2017,10,0,6,12,0,8,0
29.68499947,29.98250008,29.64999962,29.9375,27.97430611,110354400,1/11/2017,6,6,8,6,8,9,9
29.72500038,29.82500076,29.55249977,29.8125,27.85750198,108344800,1/12/2017,6,3,6,3,4,8,0
29.77750015,29.90500069,29.70249939,29.76000023,27.80844688,104447600,1/13/2017,0,4,4,3,3,3,3
29.58499908,30.05999947,29.55500031,30,28.03271103,137759200,1/17/2017,0,12,6,0,6,6,6
30,30.125,29.92749977,29.99749947,28.03037262,94852000,1/18/2017,7,7,0,4,4,6,0
29.85000038,30.02249908,29.84250069,29.94499969,27.98131561,102389200,1/19/2017,0,3,2,2,0,7,0
30.11249924,30.11249924,29.93250084,30,28.03271103,130391600,1/20/2017,8,8,8,4,12,4,12
30,30.20249939,29.94249916,30.02000046,28.05139732,88200800,1/23/2017,8,8,4,6,6,6,6
29.88750076,30.02499962,29.875,29.99250031,28.02569962,92844000,1/24/2017,0,3,0,6,0,3,0
30.10499954,30.52499962,30.06999969,30.46999931,28.47188759,129510400,1/25/2017,9,4,16,4,8,13,0
30.41749954,30.61000061,30.39999962,30.48500061,28.48590279,105350400,1/26/2017,3,8,3,6,8,0,0
30.53499985,30.58749962,30.39999962,30.48749924,28.48824501,82251600,1/27/2017,4,4,4,4,0,6,0
30.23250008,30.40749931,30.16500092,30.40749931,28.41348839,121510000,1/30/2017,2,2,2,3,4,3,0
30.28750038,30.34749985,30.15500069,30.33749962,28.34807587,196804000,1/31/2017,1,1,4,4,4,1,1
31.75749969,32.62250137,31.75250053,32.1875,30.07676125,447940000,2/1/2017,0,14,8,6,8,8,0
31.99500084,32.34749985,31.94499969,32.13249969,30.02536964,134841600,2/2/2017,7,8,3,6,6,0,0
32.07749939,32.29750061,32.04000092,32.27000046,30.15384674,98029200,2/3/2017,6,6,6,6,0,8,8
32.28250122,32.625,32.22499847,32.57249832,30.43651581,107383600,2/6/2017,12,12,12,0,12,12,12
32.63499832,33.02249908,32.61249924,32.88249969,30.72619057,152735200,2/7/2017,12,12,0,6,6,6,6
32.83750153,33.05500031,32.80500031,33.00999832,30.84532356,92016400,2/8/2017,0,0,0,0,0,0,0
32.91249847,33.11249924,32.77999878,33.10499954,31.0682106,113399600,2/9/2017,3,3,3,3,0,12,0
33.11500168,33.23500061,33.01250076,33.02999878,30.99782944,80262000,2/10/2017,2,2,2,3,6,3,0
33.27000046,33.45500183,33.1875,33.32249832,31.27232933,92141600,2/13/2017,2,2,8,6,4,2,4
33.36750031,33.77249908,33.3125,33.75500107,31.67822266,132904800,2/14/2017,0,16,6,6,10,6,0
33.88000107,34.06750107,33.65499878,33.87749863,31.79318428,142492400,2/15/2017,8,6,3,8,3,0,0
33.91749954,33.97499847,33.70999908,33.83750153,31.75564575,90338400,2/16/2017,6,3,6,3,0,10,0
33.77500153,33.95750046,33.77500153,33.93000031,31.84245682,88792800,2/17/2017,4,4,4,6,12,3,3
34.05749893,34.1875,33.99499893,34.17499924,32.07238007,98028800,2/21/2017,3,3,12,6,4,4,4
34.10749817,34.27999878,34.02750015,34.27750015,32.16857147,83347600,2/22/2017,0,8,0,4,4,3,5
34.34500122,34.36999893,34.07500076,34.13249969,32.03249741,83152800,2/23/2017,0,0,4,4,0,8,0
33.97750092,34.16500092,33.81999969,34.16500092,32.06299591,87106400,2/24/2017,6,6,6,6,12,6,6
34.28499985,34.36000061,34.06999969,34.23249817,32.12633133,81029600,2/27/2017,3,3,12,6,4,4,4
34.27000046,34.36000061,34.17499924,34.24750137,32.14042282,93931600,2/28/2017,0,8,0,4,4,3,5
34.47249985,35.03749847,34.40000153,34.94749832,32.79734039,145658400,3/1/2017,12,0,9,9,4,14,0
35,35.06999969,34.68999863,34.74000168,32.6026268,104844000,3/2/2017,0,6,6,0,12,0,0
34.69499969,34.95750046,34.64749908,34.94499969,32.79500961,84432400,3/3/2017,6,6,6,6,0,8,8
34.84249878,34.94250107,34.65000153,34.83499908,32.69177246,87000000,3/6/2017,4,6,4,0,4,8,0
34.76499939,34.99499893,34.69749832,34.88000107,32.73400879,69785200,3/7/2017,4,4,6,4,6,4,4
34.73749924,34.95000076,34.70500183,34.75,32.6119957,74828800,3/8/2017,0,6,3,0,3,6,0
34.68500137,34.69749832,34.26250076,34.66999817,32.53691864,88623600,3/9/2017,4,4,6,4,6,4,4
34.8125,34.84000015,34.65999985,34.78499985,32.6448555,78451200,3/10/2017,0,12,7,0,8,8,3
34.71250153,34.85749817,34.70500183,34.79999924,32.65893173,69686800,3/13/2017,12,10,0,12,12,4,10
34.82500076,34.91249847,34.70999908,34.74750137,32.60965347,61236400,3/14/2017,0,0,4,4,0,8,0
34.85250092,35.1875,34.75749969,35.11500168,32.95454407,102767200,3/15/2017,4,12,14,4,15,11,8
35.18000031,35.25500107,35.06499863,35.17250061,33.00851059,76928000,3/16/2017,6,6,3,6,5,4,0
35.25,35.25,34.97249985,34.99750137,32.84427643,175540000,3/17/2017,0,4,2,3,0,5,0
35.09999847,35.375,35.05749893,35.36500168,33.18916321,86168000,3/20/2017,5,8,5,4,8,4,8
35.52750015,35.70000076,34.93249893,34.95999908,32.80909348,158119600,3/21/2017,5,5,3,4,3,6,0
34.96250153,35.40000153,34.93999863,35.35499954,33.17978287,103440800,3/22/2017,0,6,4,4,0,5,5
35.31499863,35.39500046,35.15250015,35.22999954,33.0624733,81385200,3/23/2017,4,6,4,0,4,8,0
35.375,35.43500137,35.08750153,35.15999985,32.99678802,89582400,3/24/2017,4,4,6,4,6,4,4
34.84749985,35.30500031,34.65499878,35.22000122,33.05308914,94300400,3/27/2017,0,12,6,0,6,6,6
35.22750092,36.00999832,35.15499878,35.95000076,33.73817444,133499200,3/28/2017,18,13,0,9,9,9,4
35.91999817,36.12250137,35.79750061,36.02999878,33.81324387,116760000,3/29/2017,0,0,0,0,0,0,0
36.04750061,36.125,35.875,35.98249817,33.7686615,84829200,3/30/2017,3,3,3,3,0,12,0
35.93000031,36.06750107,35.75249863,35.91500092,33.70533752,78646800,3/31/2017,2,2,2,3,6,3,0
35.92750168,36.02999878,35.76250076,35.92499924,33.71471405,79942800,4/3/2017,2,2,8,6,4,2,4
35.8125,36.22249985,35.79249954,36.19250107,33.96575546,79565600,4/4/2017,0,9,6,3,6,3,3
36.05500031,36.36500168,35.95249939,36.00500107,33.78979111,110871600,4/5/2017,0,6,0,6,0,0,0
36.07249832,36.13000107,35.86249924,35.91500092,33.70533752,84596000,4/6/2017,8,6,8,6,0,10,10
35.93249893,36.04499817,35.81750107,35.83499908,33.63024902,66688800,4/7/2017,12,12,12,0,12,12,12
35.90000153,35.97000122,35.72499847,35.79249954,33.59037018,75733600,4/10/2017,12,12,0,6,6,6,6
35.73500061,35.83750153,35.01499939,35.40750122,33.22904968,121517600,4/11/2017,0,0,0,0,0,0,0
35.40000153,35.53749847,35.25249863,35.45000076,33.26893997,81400000,4/12/2017,6,6,6,6,0,12,12
35.47750092,35.59500122,35.26250076,35.26250076,33.09296799,71291600,4/13/2017,6,6,6,0,6,12,0
35.36999893,35.47000122,35.21749878,35.45750046,33.27597046,66328400,4/17/2017,6,6,4,5,6,5,6
35.35250092,35.50999832,35.27750015,35.29999924,33.12816238,58790000,4/18/2017,0,3,4,0,4,3,0
35.47000122,35.5,35.11249924,35.16999817,33.00616074,69313600,4/19/2017,6,5,6,5,4,6,6
35.30500031,35.72999954,35.29000092,35.61000061,33.41909409,93278400,4/20/2017,0,12,7,0,8,8,3
35.61000061,35.66999817,35.46250153,35.56750107,33.3792038,69283600,4/21/2017,8,8,0,6,6,4,0
35.875,35.98749924,35.79499817,35.90999985,33.70062256,68537200,4/24/2017,0,4,6,6,0,8,8
35.97750092,36.22499847,35.96749878,36.13249969,33.90945053,75486000,4/25/2017,4,12,14,0,12,15,9
36.11750031,36.15000153,35.84500122,35.91999817,33.71001434,80164800,4/26/2017,6,6,0,6,6,6,0
35.97999954,36.04000092,35.82749939,35.94749832,33.73582077,56985200,4/27/2017,0,6,3,4,3,5,5
36.02249908,36.07500076,35.81750107,35.91249847,33.70298004,83441600,4/28/2017,8,4,8,4,5,8,5
36.27500153,36.79999924,36.24000168,36.64500046,34.39041138,134411600,5/1/2017,0,10,0,6,3,6,3
36.88499832,37.02249908,36.70999908,36.87749863,34.60861206,181408800,5/2/2017,0,0,6,3,6,0,7
36.39749908,36.87250137,36.06750107,36.76499939,34.50302505,182788000,5/3/2017,0,8,6,8,0,14,0
36.63000107,36.78499985,36.45249939,36.63249969,34.37867737,93487600,5/4/2017,2,2,2,3,4,3,0
36.68999863,37.24499893,36.68999863,37.24000168,34.94879913,109310800,5/5/2017,2,2,8,6,4,2,4
37.25749969,38.42499924,37.25749969,38.25249863,35.8990097,195009600,5/8/2017,0,16,6,6,10,6,0
38.46749878,38.72000122,38.36249924,38.49750137,36.12892914,156521600,5/9/2017,8,6,3,8,3,0,0
38.40750122,38.48500061,38.02750015,38.31499863,35.9576683,103222800,5/10/2017,6,3,6,3,0,10,0
38.11249924,38.51750183,38.07749939,38.48749924,36.2686348,109020400,5/11/2017,4,4,4,6,12,3,3
38.67499924,39.10499954,38.66749954,39.02500153,36.77514267,130108000,5/12/2017,3,3,12,6,4,4,4
39.00249863,39.16249847,38.76250076,38.92499924,36.68091965,104038800,5/15/2017,0,7,0,2,2,3,0
38.98500061,39.01499939,38.68000031,38.86750031,36.6267395,80194000,5/16/2017,0,6,4,4,0,7,7
38.40000153,38.64250183,37.42750168,37.5625,35.39697266,203070800,5/17/2017,6,6,6,0,6,12,0
37.81750107,38.33499908,37.78250122,38.13499832,35.9364624,134272800,5/18/2017,4,4,6,4,6,4,4
38.34500122,38.49499893,38.15750122,38.26499939,36.05896378,107843200,5/19/2017,0,8,4,0,4,6,4
38.5,38.64500046,38.22750092,38.49750137,36.2780571,91865600,5/22/2017,8,8,0,6,6,6,6
38.72499847,38.72499847,38.32749939,38.45000076,36.23330688,79675600,5/23/2017,0,0,6,3,4,3,6
38.45999908,38.54249954,38.16749954,38.33499908,36.12493896,76712000,5/24/2017,0,7,6,6,3,12,0
38.43249893,38.58750153,38.25749969,38.46749878,36.24979019,76942400,5/25/2017,0,8,4,3,6,3,6
38.5,38.56000137,38.32749939,38.40250015,36.18854141,87710400,5/26/2017,5,5,3,4,3,6,0
38.35499954,38.60749817,38.33250046,38.41749954,36.20267105,80507600,5/30/2017,0,6,4,4,0,5,5
38.49250031,38.54249954,38.09500122,38.18999863,35.98827744,97804800,5/31/2017,4,6,4,0,4,8,0
38.29249954,38.33250046,38.05500031,38.29499817,36.08723068,65616400,6/1/2017,4,4,6,4,6,4,4
38.39500046,38.86249924,38.22249985,38.86249924,36.62202454,111082800,6/2/2017,0,12,8,0,10,10,0
38.58499908,38.61249924,38.36500168,38.48249817,36.26393509,101326800,6/5/2017,8,8,0,8,8,0,0
38.47499847,38.95249939,38.44499969,38.61249924,36.38643265,106499600,6/6/2017,6,6,6,6,0,8,8
38.75500107,38.99499893,38.61999893,38.84249878,36.60317612,84278400,6/7/2017,12,12,12,0,12,12,12
38.8125,38.88499832,38.59999847,38.74750137,36.51364517,85003200,6/8/2017,7,7,0,4,4,6,0
38.79750061,38.79750061,36.50500107,37.24499893,35.09777069,259530800,6/9/2017,0,3,2,2,0,7,0
36.43500137,36.52249908,35.62749863,36.35499954,34.25907898,289229200,6/12/2017,4,4,4,6,12,3,3
36.79000092,36.86249924,36.28749847,36.64749908,34.53472137,136661600,6/13/2017,3,3,12,6,4,4,4
36.875,36.875,35.95999908,36.29000092,34.19782639,126124800,6/14/2017,0,8,0,4,4,3,5
35.83000183,36.11999893,35.55250168,36.07249832,33.99285889,128661600,6/15/2017,0,0,6,10,0,10,6
35.94499969,36.125,35.54999924,35.56750107,33.51697922,201444400,6/16/2017,0,9,14,4,12,8,11
35.91500092,36.68500137,35.91500092,36.58499908,34.47582245,130165600,6/19/2017,9,10,4,10,4,9,4
36.71749878,36.71749878,36.23500061,36.25249863,34.16249466,99600400,6/20/2017,0,3,2,0,5,0,0
36.38000107,36.51750183,36.15250015,36.46749878,34.36509705,85063200,6/21/2017,6,6,6,6,0,8,8
36.44250107,36.67499924,36.27999878,36.40750122,34.30855942,76425200,6/22/2017,4,6,4,0,4,8,0
36.28250122,36.79000092,36.27750015,36.56999969,34.46168518,141757600,6/23/2017,6,6,4,5,6,5,6
36.79249954,37.06999969,36.34500122,36.45500183,34.35332108,102769600,6/26/2017,0,3,4,0,4,3,0
36.25249863,36.54000092,35.90499878,35.93249893,33.86093521,99047600,6/27/2017,4,4,3,4,3,6,0
36.12250137,36.52750015,35.79000092,36.45750046,34.35567474,88329600,6/28/2017,0,8,4,3,6,3,6
36.17750168,36.28250122,35.56999969,35.91999817,33.8491478,125997600,6/29/2017,5,5,3,4,3,6,0
36.11249924,36.24000168,35.94499969,36.00500107,33.92926788,92096400,6/30/2017,0,6,4,4,0,5,5
36.22000122,36.32500076,35.77500153,35.875,33.80675507,57111200,7/3/2017,5,8,5,0,5,8,5
35.92250061,36.19749832,35.68000031,36.02249908,33.94574738,86278400,7/5/2017,8,8,0,6,6,6,6
35.75500107,35.875,35.60250092,35.68249893,33.62535858,96515200,7/6/2017,0,0,5,0,2,3,0
35.72499847,36.1875,35.72499847,36.04499817,33.96695328,76806800,7/7/2017,4,9,4,10,4,10,9
36.02750015,36.48749924,35.84249878,36.26499939,34.17425919,84362400,7/10/2017,0,4,6,0,7,3,4
36.18249893,36.46250153,36.09500122,36.38249969,34.28499985,79127200,7/11/2017,4,9,0,10,9,6,10
36.46749878,36.54499817,36.20500183,36.43500137,34.33446884,99538000,7/12/2017,0,0,4,4,2,6,0
36.375,37.12250137,36.36000061,36.94250107,34.81271744,100797600,7/13/2017,4,10,12,6,12,10,4
36.99250031,37.33250046,36.83250046,37.25999832,35.11190796,80528400,7/14/2017,0,12,3,9,9,0,3
37.20500183,37.72499847,37.14250183,37.38999939,35.23440933,95174000,7/17/2017,8,3,6,9,0,4,0
37.29999924,37.53250122,37.16749954,37.52000046,35.35691833,71475200,7/18/2017,4,3,5,3,3,8,0
37.61999893,37.85499954,37.48749924,37.75500107,35.57837677,83692000,7/19/2017,8,3,8,6,8,3,8
37.875,37.93500137,37.54750061,37.58499908,35.41817474,68974800,7/20/2017,0,5,2,2,2,3,0
37.49750137,37.61000061,37.22000122,37.56750107,35.40167999,105010400,7/21/2017,0,6,4,4,0,5,5
37.64500046,38.11000061,37.47499847,38.02249908,35.83045197,85972800,7/24/2017,7,12,7,0,8,8,8
37.95000076,38.45999908,37.95000076,38.18500137,35.98358154,75415600,7/25/2017,8,8,0,6,6,6,6
38.33750153,38.48249817,38.26499939,38.36500168,36.15319824,63124000,7/26/2017,0,0,8,8,0,8,8
38.4375,38.49750137,36.82500076,37.63999939,35.46998978,129905200,7/27/2017,0,10,10,0,8,12,0
37.47249985,37.55749893,37.29750061,37.375,35.22027588,68854800,7/28/2017,4,4,6,4,6,4,4
37.47499847,37.58250046,37.03250122,37.18249893,35.03887177,79383600,7/31/2017,0,12,6,0,6,6,6
37.27500153,37.55500031,37.10250092,37.51250076,35.34985733,141474400,8/1/2017,12,12,0,6,6,6,6
39.81999969,39.9375,39.04000092,39.28499985,37.02016068,279747200,8/2/2017,16,0,4,4,4,4,0
39.26250076,39.30250168,38.75500107,38.89250183,36.65030289,108389200,8/3/2017,0,0,0,0,0,0,0
39.01750183,39.34999847,38.92250061,39.09749985,36.84346771,82239600,8/4/2017,6,6,6,6,0,12,12
39.26499939,39.72999954,39.16749954,39.70249939,37.41359329,87481200,8/7/2017,12,12,12,0,12,12,12
39.65000153,40.45750046,39.56750107,40.02000046,37.71279526,144823600,8/8/2017,8,8,0,6,6,6,6
39.81499863,40.31750107,39.77750015,40.26499939,37.94366455,104526000,8/9/2017,0,0,6,6,3,8,7
39.97499847,40,38.65750122,38.83000183,36.73508835,163217200,8/10/2017,0,8,8,6,8,14,0
39.15000153,39.64250183,39.01750183,39.36999893,37.24595261,105028400,8/11/2017,1,1,4,4,4,1,1
39.83000183,40.05250168,39.6875,39.96250153,37.80648804,88490800,8/14/2017,0,3,6,3,2,2,2
40.16500092,40.54999924,40.03499985,40.40000153,38.22039032,117862000,8/15/2017,0,8,0,4,4,3,5
40.48500061,40.62749863,40.03749847,40.23749924,38.06665421,110686400,8/16/2017,0,0,4,4,0,8,0
40.13000107,40.17750168,39.45999908,39.46500015,37.33583069,111762400,8/17/2017,3,4,4,3,8,6,0
39.46500015,39.875,39.18000031,39.375,37.25069046,109712400,8/18/2017,1,1,4,4,4,1,1
39.375,39.47249985,38.77750015,39.30250168,37.1821022,105474000,8/21/2017,0,3,6,3,2,2,2
39.55749893,40,39.50500107,39.94499969,37.78993225,86418400,8/22/2017,0,18,0,6,6,6,0
39.76750183,40.11750031,39.72000122,39.99499893,37.83723068,77596400,8/23/2017,18,0,12,12,12,0,18
40.10749817,40.18500137,39.63750076,39.81750107,37.66931152,79275600,8/24/2017,0,6,6,6,0,18,0
39.91249847,40.13999939,39.81750107,39.96500015,37.80884552,101920400,8/25/2017,4,4,4,6,12,3,3
40.03499985,40.5,39.98249817,40.36750031,38.18964005,103864000,8/28/2017,6,6,12,6,6,6,6
40.02500153,40.77999878,40,40.72750092,38.53020859,118067600,8/29/2017,0,15,0,9,12,0,6
40.95000076,40.97249985,40.65250015,40.83750153,38.63428497,109078400,8/30/2017,10,0,6,12,0,8,0
40.90999985,41.13000107,40.86999893,41,38.78802109,107140400,8/31/2017,6,6,8,6,8,9,9
41.20000076,41.23500061,40.90750122,41.01250076,38.79984665,66364400,9/1/2017,6,3,6,3,4,8,0
40.9375,41.0625,40.13999939,40.52000046,38.3339119,117874000,9/5/2017,0,3,2,2,2,3,0
40.67750168,40.74750137,40.13000107,40.47750092,38.29369736,86606800,9/6/2017,0,4,2,4,6,2,2
40.52249908,40.56000137,40.09000015,40.31499863,38.13996887,87714000,9/7/2017,3,3,8,6,3,4,3
40.21500015,40.28749847,39.63249969,39.65750122,37.51794815,114446000,9/8/2017,0,5,0,3,2,4,0
40.125,40.51250076,39.97249985,40.375,38.19673157,126323200,9/11/2017,0,4,8,3,6,9,0
40.65250015,40.99000168,39.69250107,40.21500015,38.04536819,286856000,9/12/2017,3,8,3,6,8,0,0
39.96749878,39.99000168,39.47750092,39.91249847,37.75918198,179629600,9/13/2017,4,4,4,4,0,6,0
39.74750137,39.84999847,39.52249908,39.56999969,37.43515778,95042800,9/14/2017,2,2,2,3,4,3,0
39.61750031,40.24250031,39.5,39.97000122,37.81358337,196458400,9/15/2017,5,5,9,6,6,5,6
40.02750015,40.125,39.5,39.66749954,37.52739334,113077600,9/18/2017,0,6,2,4,4,0,0
39.87749863,39.94250107,39.61000061,39.68249893,37.54159927,83242400,9/19/2017,5,6,6,5,0,6,6
39.47499847,39.56499863,38.45750046,39.01750183,36.91247177,211805600,9/20/2017,4,6,4,0,4,8,0
38.95000076,38.95000076,38.1875,38.34749985,36.27862167,150046800,9/21/2017,3,3,3,3,4,4,0
37.88499832,38.06750107,37.63999939,37.97249985,35.9238472,186581600,9/22/2017,0,8,4,3,6,3,6
37.49750137,37.95750046,37.29000092,37.63750076,35.60692215,177549200,9/25/2017,9,9,8,6,8,6,6
37.94499969,38.47999954,37.92250061,38.28499985,36.21949387,146640000,9/26/2017,0,12,0,12,0,0,0
38.45000076,38.68000031,38.38499832,38.55749893,36.47729111,102016800,9/27/2017,16,0,16,0,16,0,16
38.47249985,38.56999969,38.17499924,38.31999969,36.25260544,88022000,9/28/2017,0,0,0,12,0,12,0
38.30250168,38.53250122,38,38.52999878,36.45126724,105199200,9/29/2017,6,6,8,6,8,9,9
38.56499863,38.61249924,38.18000031,38.45249939,36.37794495,74795200,10/2/2017,6,3,6,3,4,8,0
38.50249863,38.77249908,38.47750092,38.61999893,36.53641129,64921200,10/3/2017,0,6,3,4,3,4,4
38.40750122,38.46500015,38.11500168,38.36999893,36.29989624,80655200,10/4/2017,0,3,4,0,4,3,0
38.54499817,38.86000061,38.51250076,38.84749985,36.75164795,85135200,10/5/2017,6,8,4,8,4,8,6
38.74250031,38.87250137,38.63999939,38.82500076,36.73035431,69630400,10/6/2017,0,3,4,0,4,3,0
38.95249939,39.18249893,38.87250137,38.95999908,36.858078,65051600,10/9/2017,6,5,6,5,4,6,6
39.01499939,39.5,38.77500153,38.97499847,36.87226105,62468000,10/10/2017,0,6,3,0,3,6,0
38.99250031,39.24499893,38.9375,39.13750076,37.02600098,67622400,10/11/2017,6,6,4,5,6,5,6
39.08750153,39.34249878,38.93249893,39,36.8959198,64500400,10/12/2017,0,3,4,0,4,3,0
39.18249893,39.31999969,39.10250092,39.24750137,37.1300621,65576800,10/13/2017,6,5,6,5,4,6,6
39.47499847,40,39.41249847,39.97000122,37.81358337,96486000,10/16/2017,10,12,10,4,12,12,0
39.94499969,40.21749878,39.80749893,40.11750031,37.95312881,75989200,10/17/2017,8,8,0,8,8,0,0
40.10499954,40.17750168,39.90000153,39.93999863,37.78520584,65496800,10/18/2017,5,3,4,4,0,8,0
39.1875,39.27000046,38.75500107,38.99499893,36.89118958,170336800,10/19/2017,2,2,2,3,6,3,0
39.15250015,39.4375,38.99000168,39.0625,36.95504379,95896400,10/20/2017,1,1,4,4,4,1,1
39.22249985,39.42250061,38.875,39.04249954,36.93611145,87937200,10/23/2017,0,3,4,3,2,2,2
39.07249832,39.35499954,39.04999924,39.27500153,37.15607834,71028800,10/24/2017,0,14,0,8,6,8,0
39.22750092,39.38750076,38.81750107,39.10250092,36.99288559,84828400,10/25/2017,7,0,6,3,6,0,0
39.30749893,39.45750046,39.19499969,39.35250092,37.22940445,68002000,10/26/2017,4,10,9,10,0,11,14
39.82249832,40.90000153,39.67499924,40.76250076,38.56332779,177816800,10/27/2017,12,12,12,0,14,14,0
40.97249985,42.01750183,40.93000031,41.68000031,39.43133163,178803200,10/30/2017,15,15,0,18,20,0,8
41.97499847,42.41249847,41.73500061,42.25999832,39.98003769,144187200,10/31/2017,15,4,12,14,4,8,11
42.46749878,42.48500061,41.40250015,41.72249985,39.47153473,134551200,11/1/2017,3,3,6,3,6,9,0
41.65000153,42.125,41.31999969,42.02750015,39.7600708,165573600,11/2/2017,4,2,4,6,8,2,2
43.5,43.56499863,42.77999878,43.125,40.79837418,237594400,11/3/2017,0,3,6,3,2,2,2
43.09249878,43.74750137,42.93000031,43.5625,41.21225357,140105200,11/6/2017,0,8,0,4,4,3,5
43.47750092,43.8125,43.40000153,43.70249939,41.34470367,97446000,11/7/2017,0,0,4,4,0,8,0
43.66500092,44.06000137,43.58250046,44.06000137,41.68292236,97638000,11/8/2017,6,6,6,6,12,6,6
43.77750015,44.02500153,43.28499985,43.97000122,41.59778976,117930400,11/9/2017,2,2,6,4,2,4,0
43.77750015,43.84500122,43.56750107,43.66749954,41.46011353,100582000,11/10/2017,0,3,2,2,2,3,0
43.375,43.625,43.34999847,43.49250031,41.29394913,67928400,11/13/2017,0,4,2,4,6,2,2
43.25999832,43.36999893,42.79499817,42.83499908,40.66968918,99130000,11/14/2017,2,2,6,4,2,4,0
42.49250031,42.58000183,42.09500122,42.27000046,40.13324738,116632400,11/15/2017,0,4,4,3,3,3,3
42.79499817,42.96749878,42.57500076,42.77500153,40.61272812,94550000,11/16/2017,0,12,6,0,6,6,6
42.75999832,42.84749985,42.40999985,42.53749847,40.3872261,87598000,11/17/2017,8,8,0,6,6,6,6
42.57249832,42.63999939,42.38999939,42.49499893,40.34688187,65049600,11/20/2017,0,0,8,8,0,8,8
42.69499969,43.42499924,42.69499969,43.28499985,41.09694672,100525200,11/21/2017,0,18,20,0,15,15,8
43.34000015,43.75,43.26250076,43.74000168,41.52894592,102355600,11/22/2017,15,12,0,12,14,4,9
43.77500153,43.875,43.66249847,43.74250031,41.53131866,56106800,11/24/2017,0,0,0,6,0,6,0
43.76250076,43.77000046,43.33499908,43.52249908,41.32244492,82867200,11/27/2017,3,3,6,3,6,9,0
43.57500076,43.71749878,42.96500015,43.26750183,41.08033371,105715200,11/28/2017,2,2,2,4,4,2,0
43.15750122,43.22999954,41.79000092,42.36999893,40.22820282,166665600,11/29/2017,0,1,1,2,1,1,0
42.60749817,43.03499985,42.11000061,42.96250153,40.7907486,166108800,11/30/2017,0,5,6,4,4,4,3
42.48749924,42.91749954,42.125,42.76250076,40.60085297,159037200,12/1/2017,0,6,2,4,4,0,0
43.11999893,43.15499878,42.40750122,42.45000076,40.30416107,130169600,12/4/2017,4,4,4,4,0,6,0
42.26499939,42.88000107,42.09999847,42.40999985,40.2661705,109400800,12/5/2017,8,10,7,4,10,6,9
41.875,42.54999924,41.61500168,42.25249863,40.11663818,114240000,12/6/2017,8,8,4,6,6,6,6
42.25749969,42.61000061,42.22750092,42.33000183,40.19022369,102693200,12/7/2017,0,8,0,14,0,6,0
42.62250137,42.75,42.20500183,42.34249878,40.20208359,93420800,12/8/2017,12,0,21,0,21,0,12
42.29999924,43.22249985,42.19749832,43.16749954,40.98538589,141095200,12/11/2017,0,12,0,24,0,12,0
43.03749847,43.09749985,42.86500168,42.92499924,40.75514221,77636800,12/12/2017,6,0,12,0,6,0,0
43.125,43.38499832,43,43.06750107,40.89044189,95273600,12/13/2017,6,8,6,8,0,10,10
43.09999847,43.28250122,42.91249847,43.05500031,40.87856674,81906000,12/14/2017,5,8,5,0,5,8,5
43.40750122,43.54249954,43.11500168,43.49250031,41.29394913,160677200,12/15/2017,10,10,0,8,6,8,6
